,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Fields,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods,Methods
,ALLOW_JAVA_ENCODINGS,ATTRIBUTEGROUP_TYPE,ATTRIBUTE_TYPE,CIRCULAR_CODES,COMP_TYPE,CONTINUE_AFTER_FATAL_ERROR,DEBUG_NODE_POOL,DISALLOW_DOCTYPE,ELEMENT_TYPE,ELE_ERROR_CODES,EMPTY_TABLE,ENTITY_MANAGER,ENTITY_RESOLVER,ERROR_HANDLER,ERROR_REPORTER,GENERATE_SYNTHETIC_ANNOTATIONS,GROUP_TYPE,HONOUR_ALL_SCHEMALOCATIONS,IDENTITYCONSTRAINT_TYPE,INC_KEYREF_STACK_AMOUNT,INC_STACK_SIZE,INIT_KEYREF_STACK,INIT_STACK_SIZE,JAXP_SCHEMA_SOURCE,LOCALE,NAMESPACE_GROWTH,NAMESPACE_PREFIXES,NOTATION_TYPE,NS_ERROR_CODES,REDEF_IDENTIFIER,SECURITY_MANAGER,STANDARD_URI_CONFORMANT_FEATURE,STRING_INTERNING,SYMBOL_TABLE,TOLERATE_DUPLICATES,TYPEDECL_TYPE,VALIDATE_ANNOTATIONS,VALIDATION,XMLGRAMMAR_POOL,XMLSCHEMA_VALIDATION,fAllContext,fAllTNSs,fAnnotationValidator,fAttributeChecker,fAttributeGroupTraverser,fAttributeTraverser,fComplexTypeTraverser,fDVFactory,fDeclPool,fDependencyMap,fDoc2SystemId,fDoc2XSDocumentMap,fElementTraverser,fEntityResolver,fErrorReporter,fGlobalAttrDecls,fGlobalAttrGrpDecls,fGlobalElemDecls,fGlobalGroupDecls,fGlobalIDConstraintDecls,fGlobalNotationDecls,fGlobalTypeDecls,fGrammarBucket,fGrammarBucketAdapter,fGrammarPool,fGroupTraverser,fHiddenNodes,fHonourAllSchemaLocations,fImportMap,fKeyrefElems,fKeyrefNamespaceContext,fKeyrefStackPos,fKeyrefTraverser,fKeyrefs,fKeyrefsMapXSDocumentInfo,fLastSchemaWasDuplicate,fLocalElemNamespaceContext,fLocalElemStackPos,fLocalElementDecl,fLocalElementDecl_schema,fLocationPairs,fNamespaceGrowth,fNotationRegistry,fNotationTraverser,fParent,fParticle,fRedefine2NSSupport,fRedefine2XSDMap,fRedefinedRestrictedAttributeGroupRegistry,fRedefinedRestrictedGroupRegistry,fReportedTNS,fRoot,fSchemaGrammarDescription,fSchemaParser,fSimpleTypeTraverser,fStAXSchemaParser,fSymbolTable,fTolerateDuplicates,fTraversed,fUniqueOrKeyTraverser,fUnparsedAttributeGroupRegistry,fUnparsedAttributeGroupRegistrySub,fUnparsedAttributeRegistry,fUnparsedAttributeRegistrySub,fUnparsedElementRegistry,fUnparsedElementRegistrySub,fUnparsedGroupRegistry,fUnparsedGroupRegistrySub,fUnparsedIdentityConstraintRegistry,fUnparsedIdentityConstraintRegistrySub,fUnparsedNotationRegistry,fUnparsedNotationRegistrySub,fUnparsedRegistriesExt,fUnparsedTypeRegistry,fUnparsedTypeRegistrySub,fValidateAnnotations,fWildCardTraverser,fXSContentHandler,fXSDocumentInfoRegistry,xl,addGlobalAttributeDecl,addGlobalAttributeDecls,addGlobalAttributeGroupDecl,addGlobalAttributeGroupDecls,addGlobalComponent,addGlobalComponents,addGlobalElementDecl,addGlobalElementDecls,addGlobalGroupDecl,addGlobalGroupDecls,addGlobalNotationDecl,addGlobalNotationDecls,addGlobalTypeDecl,addGlobalTypeDecls,addGrammarComponents,addGrammars,addIDConstraintDecl,addImportList,addNamespaceDependency,addNewGrammarComponents,addNewGrammarLocations,addNewImportedGrammars,addRelatedAttribute,addRelatedElement,addRelatedType,buildGlobalNameRegistries,canAddComponent,canAddComponents,changeRedefineGroup,checkForDuplicateNames,checkForDuplicateNames,constructTrees,containedImportedGrammar,createAnnotationValidator,createGrammarFrom,createTraversers,doc2SystemId,element2Locator,element2Locator,emptyString2Null,existingGrammars,expandComponents,expandGrammars,expandImportList,expandRelatedAttributeComponents,expandRelatedAttributeGroupComponents,expandRelatedAttributeUseComponents,expandRelatedAttributeUsesComponents,expandRelatedComplexTypeComponents,expandRelatedComponents,expandRelatedElementComponents,expandRelatedModelGroupComponents,expandRelatedModelGroupDefinitionComponents,expandRelatedParticleComponents,expandRelatedSimpleTypeComponents,expandRelatedTypeComponents,fillInLocalElemInfo,findDependentNamespaces,findGrammar,findQName,findXSDocumentForDecl,getGlobalAttributeDecl,getGlobalAttributeGroupDecl,getGlobalDecl,getGlobalDecl,getGlobalDeclFromGrammar,getGlobalDeclFromGrammar,getGlobalElementDecl,getGlobalGroupDecl,getGlobalNotationDecl,getGlobalTypeDecl,getGrammar,getGrpOrAttrGrpRedefinedByRestriction,getIDConstraintDecl,getIDRegistry,getIDRegistry_sub,getSchemaDocument,getSchemaDocument,getSchemaDocument,getSchemaDocument,getSchemaDocument,getSchemaDocument0,getSchemaDocument1,getSchemaGrammar,isExistingGrammar,needReportTNSError,nonAnnotationContent,null2EmptyString,parseSchema,prepareForParse,prepareForTraverse,removeParticle,renameRedefiningComponents,reportSchemaError,reportSchemaError,reportSchemaWarning,reportSchemaWarning,reportSharingError,reset,resolveKeyRefs,resolveSchema,resolveSchema,resolveSchemaSource,schemaDocument2SystemId,setDVFactory,setDeclPool,setGenerateSyntheticAnnotations,setSchemasVisible,storeKeyRef,traverseGlobalDecl,traverseLocalElements,traverseSchemas,updateImportDependencies,updateImportList,updateImportList,updateImportListFor,updateImportListWith,validateAnnotations
expandRelatedElementComponents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
getIDRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expandRelatedAttributeGroupComponents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
addGlobalTypeDecl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
findQName,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schemaDocument2SystemId,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getIDRegistry_sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expandComponents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
addImportList,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
existingGrammars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
addGrammarComponents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
findXSDocumentForDecl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expandRelatedComponents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
